100514328,海纳光合谷(裕华),114.615679,38.014228,精英中学,开发区,学苑路
104658917,融创公园壹号,114.627247,38.021559,昆仑大街,开发区,珠江大道
105024188,想象国际(南区),114.604496,38.026556,五十四中学,开发区,闽江道
105024189,想象国际(北区),114.604532,38.029573,五十四中学,开发区,闽江道
100456676,河北化工医药职业技术学院宿舍,114.600431,37.987138,开发区周边,开发区,方兴路88号
103924075,锦江府,114.612115,38.01024,天山大街,开发区,学院路
105041239,以岭小区,114.607738,38.017147,天山大街,开发区,学苑路
100679784,尚宾城,114.481706,38.074363,柏林 ,新华区,中华北大街
105043936,铂云府,114.449995,38.082028,水上公园,新华区,上城路
105046822,绿城诚园明礼苑,114.399266,38.083793,北苑,新华区,植物园街
105025924,信达花园南区,114.472349,38.053754,革新,新华区,永泰街
105025925,信达花园北区,114.472175,38.053993,东焦,新华区,永泰街
105023253,紫御天成苑,114.461408,38.089542,天苑,新华区,紫御天成苑
105029784,融创时代中心臻和园,114.491268,38.053772,宁安,新华区,车辆厂前街
105055837,融创时代中心臻善园,114.541378,37.979061,宁安,新华区,车辆厂前街
100462263,四站住宅区(南区),114.446379,38.073093,钟强,新华区,翔翼路
100456185,革新南街10号院,114.470057,38.048514,革新,新华区,革新南街10号
104000955,紫樾宸府,114.452529,38.101228,汇君城,新华区,友谊北大街
103102900,革新中街20号院,114.469803,38.049279,二中,新华区,革新中街20号
103102902,工信局宿舍(新华),114.478125,38.062175,二中,新华区,中华北大街177号
105037760,云境府,114.48933,38.054407,宁安,新华区,和平路
105055168,合作路办事处宿舍(泰华街),114.459066,38.05435,二十八中,新华区,泰华街229号
105047045,金驿商务中心,114.467133,38.063428,北站,新华区,市庄路
105046003,高柱女儿楼,114.471845,38.075496,柏林,新华区,高华路
105024183,市第二设计院宿舍,114.411164,38.038513,革新,新华区,革新北街5号
105049748,新华路140号院,114.475323,38.047577,纪念碑,新华区,新华路140号
105041179,电大西街40号院,114.455612,38.063352,北站,新华区,电大西街40号
105027867,汇特都泰商务广场,114.482127,38.050217,纪念碑,新华区,清真寺街
105022922,政法学院宿舍西院,114.550670,38.066898,五七,新华区,学府路
103255402,东南智汇城六号院,114.536185,37.994162,裕兴,裕华区,仓裕路
103951933,东南智汇城九号院,114.538603,37.999387,裕兴,裕华区,南二环东路
100461708,育才街333号院,114.504646,38.046637,体育南大街,裕华区,育才街333号
100464771,小马新村(小马新苑),114.560588,38.019227,大马村,裕华区,石家庄市裕华区东岗路293号
100459098,省农科院农机研究所宿舍,114.522613,38.034411,槐底,裕华区,富强大街
103924672,东南智汇城四号园,114.535734,37.989044,裕兴 ,裕华区,体育南大街
103944688,东南智汇城十号院,114.543356,37.991675,裕兴,裕华区,仓裕路
100454627,宝鼎怡园,114.576072,38.021144,大马村,裕华区,东二环南路
105024193,众美凤凰绿都(一期),114.573641,38.001033,裕强,裕华区,南二环东路
105025926,世纪花园东区(裕华),114.542252,38.017064,万达,裕华区,东岗路
105025927,世纪花园西区(裕华),114.537937,38.016598,万达,裕华区,东岗路
105049107,城发投云华B区,114.505127,37.984051,南货场,裕华区,仓盛路
105024191,众美凤凰绿都(二期),114.573365,37.999143,裕强,裕华区,南二环东路
105058083,天玺华府,114.579306,38.026733,大马村,裕华区,槐中路
105017038,城发投云华C区,114.503332,37.984229,南货场,裕华区,仓盛路
105024186,风尚水郡(南区),114.550439,37.989691,众美,裕华区,建华大街
105024187,风尚水郡(北区),114.55039,37.990059,众美,裕华区,建华大街
105062998,融创臻熠园,114.543314,37.97441,裕华周边,裕华区,建华大街
104959447,东京北华府东区,114.606662,37.981493,裕强,裕华区,景观路
105024190,众美凤凰绿都(三期),114.576035,37.999719,裕强,裕华区,南二环东路
103499845,中电世纪公元,114.545819,38.01903,万达,裕华区,建华大街
103145585,建行宿舍(裕华路),114.520974,38.039983,怀特,裕华区,裕华东路223号
105031624,融创融信园,114.545469,37.9732,裕华周边,裕华区,建华南大街
105066002,桂语澜庭,114.542581,37.996365,裕兴,裕华区,仓裕路
105023984,福来喜园,114.511125,38.014335,东岗,裕华区,建通街
105059898,东京北华府东区二号院,114.607184,37.980641,裕强,裕华区,景观路
105042491,聚丙烯宿舍,114.535228,38.025246,怀特,裕华区,槐岭路
105038776,陶龙家园北区,114.571355,38.02039,大马村,裕华区,金马路
105045278,塔冢新村六区,114.526952,38.004799,体育南大街,裕华区,塔南路
105052415,河北地质大学综合楼,114.436464,38.090528,万达,裕华区,建华南大街
103998379,省农机公司宿舍(槐中路),114.524453,38.027853,怀特,裕华区,槐中路190号
103994025,东南智汇城七号院,114.538835,37.994255,裕兴,裕华区,裕泰路
100467603,中苑小区,114.464615,38.021858,西三教,桥西区,槐安西路88号
100463631,瑞盛家园,114.474817,38.019645,西三教,桥西区,中华大街
102419356,孔寨新村,114.394985,38.058183,裕西,桥西区,新华路
100459505,良城家园,114.441613,38.003031,石铜路,桥西区,石铜路
102370444,绿地新礼华府二区,114.434794,38.000382,振头,桥西区,玉泉路
100693264,二轻局宿舍(桥西),,,,
105038815,祥云国际(东二区),114.47457,37.995876,滨河,桥西区,中华南大街
105024225,龙湖天璞三号地,114.487361,37.97946,桥西周边,桥西区,学冠路
105037932,瑞祥樾璋,114.423116,38.059865,简良 ,桥西区,三简路
103553363,利航棠樾府,114.451077,38.028322,益友百货,桥西区,建国路83号
104923320,绿地新礼华府一区,114.434761,38.002147,石铜路,桥西区,玉泉路
102348583,中苑小区(别墅),114.464615,38.021858,西三教,桥西区,槐安西路
105066637,云锦瑞府,114.451436,37.997787,红旗,桥西区,汇新路
105067341,五四盛景园,114.476195,38.014756,新华路南,桥西区,中山西路
1103941059留村家园B区,114.489514,37.990241,塔谈 ,桥西区,仓丰路
105025584,保利天汇,114.484821,38.030107,新百广场,桥西区,保晋南街
105037168,绿地泊悦,114.49398,38.043078,新百广场,桥西区,民生路
105047226,祥云国际(西二区),114.472927,37.999291,滨河,桥西区,中华南大街
105053342,龙湖青云阙,114.488557,37.977764,桥西周边,桥西区,留村西街
105057823,云和赋和沐府,114.494999,38.016957,佳农市场,桥西区,平安大街
100465787,振头小学宿舍,114.452727,38.026749,西里,桥西区,友谊大街
103484080,安联天颂(商住楼),114.484717,38.023567,南长街,桥西区,槐安西路6号
105044135,军怡园,114.503073,38.03077,北国商城,桥西区,平安南大街
105064581,云和赋和嘉府,114.499505,38.014638,佳农市场,桥西区,塔南路
105044975,交易街4号公交分局宿舍,114.485603,38.039276,新百广场,桥西区,永安街
105066611,振四街女儿楼,114.454889,38.017903,四十一中,桥西区,槐安西路
105054907,天伦锦城l六区,114.453716,38.002411,石铜路,桥西区,汇新路
105043164,元南路29号院,114.489937,38.023481,东三教,桥西区,元南路
105044605,自强路107号楼,114.475529,38.040668,新百广场,桥西区,自强路107号
105024897,招标集团宿舍,114.445763,38.031576,益友百货,桥西区,工农路486号
105029190,阀门厂宿舍(中华南大街),114.47693,38.019795,新百广场,桥西区,中华南大街
105024525,谊安里7号楼,114.448721,38.035397,益友百货,桥西区,谊安里7号
100466403,建和园,114.510155,38.052518,建北,长安区,建设北大街
100467676,安馨佳苑(卓升尚郡),114.560393,38.052474,谈固,长安区,石家庄市长安区谈固北大街与和平东路交叉口西南240米
100455882,钢西生活小区,114.470109,38.108351,跃进路,长安区,翟营北大街
103952350,奥园城央云庭,114.499588,38.08502,红星,长安区,北二环西路
103294855,远洋风景长安(一期),114.596735,38.069783,西兆通,长安区,石兆大街
100460104,棉五北区,114.510184,38.059193,长征街,长安区,光华路
103942772,东胜珑辰园,114.546543,38.064265,热电厂,长安区,建华北大街
104736985,土产宿舍(谈北路),114.52808,38.051158,省博物馆,长安区,谈北路51-2号
105043163,花海十二城,114.629417,38.08709,长安周边,长安区,太行北大街
100698447,天洲十里长安,114.570448,38.077409,十里铺,长安区,十里铺大街
105053677,远洋风景长安(二期),114.597359,38.067986,西兆通,长安区,石兆大街
100462576,市歌舞团宿舍,114.554364,38.048436,跃进路,长安区,翟营北大街
100461153,石家庄药材站宿舍,114.554149,38.053624,跃进路,长安区,翟营北大街29号
100462430,谈固乡政府宿舍,114.574878,38.05163,跃进路,长安区,跃进路195号
100460554,省油脂公司宿舍,114.543563,38.041915,跃进路,长安区,建华南大街
100457728,惠园,114.557195,38.047784,跃进路,长安区,谈固西街
100459553,粮站宿舍,114.481474,38.029674,跃进路,长安区,跃进路24号
100456514,广厦宿舍,114.560824,38.048337,跃进路,长安区,跃进路134号
100456201,广天怡园,114.5467,38.051587,跃进路,长安区,建华北大街31号
103256349,建材7号院,114.538286,38.069146,保利,长安区,丰收路142号
105049441,青园街91号楼,114.517541,38.041795,省博物馆,长安区,青园街91号
105058084,原和云墅,114.527112,38.074264,保利,长安区,丰收路
105022923,果树研究所宿舍,114.524643,38.124357,太平河公园,长安区,学府路5号
105036168,方向盘厂宿舍,114.508555,38.07355,义堂,长安区,胜利北街
105054899,塑料制品厂宿舍,114.534934,38.032618,南三条,长安区,圆明路30号
105030004,建国食品城公寓,114.498498,38.04618,南三条,长安区,平安北大街
105053557,东胜天御,114.508811,38.057199,南三条,长安区,栗康街
105050810,粮油公司宿舍(广安大街),114.480832,38.064107,省博物馆 ,长安区,广安大街
105044344,富天大厦,114.499956,38.05873,南三条,长安区,胜利北大街
105051481,青园街137号院,114.517675,38.038175,省博物馆,长安区,青园街137号
